Confirmed Foreign National,Confirmed Indian National,Date,State/UnionTerritory,State/UnionTerritory (group),Time,% of death,%cured,%of confimed cases,%of cured,Confirmed,Cured,death%,Deaths,Sno
0,3,21-03-2020,Tamil Nadu,Other,6:00 PM,0,33.333333333,0.023512814,33.333333333,3,1,0,0,263
11,10,21-03-2020,Telengana,Other,6:00 PM,0,4.761904762,0.164589701,4.761904762,21,1,0,0,264
0,1,21-03-2020,Chandigarh,Other,6:00 PM,0,0,0.007837605,0,1,0,0,0,265
0,4,21-03-2020,Jammu and Kashmir,Other,6:00 PM,0,0,0.031350419,0,4,0,0,0,266
0,13,21-03-2020,Ladakh,Other,6:00 PM,0,0,0.101888863,0,13,0,0,0,267
1,23,21-03-2020,Uttar Pradesh,Other,6:00 PM,0,37.5,0.188102516,37.5,24,9,0,0,268
0,3,21-03-2020,Uttarakhand,Other,6:00 PM,0,0,0.023512814,0,3,0,0,0,269
0,3,21-03-2020,West Bengal,Other,6:00 PM,0,0,0.023512814,0,3,0,0,0,270
0,5,22-03-2020,Andhra Pradesh,Other,6:00 PM,0,0,0.039188024,0,5,0,0,0,271
0,2,22-03-2020,Bihar,Other,6:00 PM,50,0,0.015675210,0,2,0,50,1,272
0,1,22-03-2020,Chhattisgarh,Other,6:00 PM,0,0,0.007837605,0,1,0,0,0,273
1,28,22-03-2020,Delhi,Other,6:00 PM,3.448275862,17.241379310,0.227290540,17.241379310,29,5,3.448275862,1,274
0,18,22-03-2020,Gujarat,Other,6:00 PM,5.555555556,0,0.141076887,0,18,0,5.555555556,1,275
14,7,22-03-2020,Haryana,Other,6:00 PM,0,0,0.164589701,0,21,0,0,0,276
0,2,22-03-2020,Himachal Pradesh,Other,6:00 PM,0,0,0.015675210,0,2,0,0,0,277
0,26,22-03-2020,Karnataka,Other,6:00 PM,3.846153846,7.692307692,0.203777726,7.692307692,26,2,3.846153846,1,278
7,45,22-03-2020,Kerala,Other,6:00 PM,0,5.769230769,0.407555451,5.769230769,52,3,0,0,279
0,4,22-03-2020,Madhya Pradesh,Other,6:00 PM,0,0,0.031350419,0,4,0,0,0,280
3,64,22-03-2020,Maharashtra,Maharashtra,6:00 PM,2.985074627,0,0.525119523,0,67,0,2.985074627,2,281
0,2,22-03-2020,Odisha,Other,6:00 PM,0,0,0.015675210,0,2,0,0,0,282
0,1,22-03-2020,Puducherry,Other,6:00 PM,0,0,0.007837605,0,1,0,0,0,283
0,21,22-03-2020,Punjab,Other,6:00 PM,4.761904762,0,0.164589701,0,21,0,4.761904762,1,284
2,22,22-03-2020,Rajasthan,Other,6:00 PM,0,12.5,0.188102516,12.5,24,3,0,0,285
2,5,22-03-2020,Tamil Nadu,Other,6:00 PM,0,14.285714286,0.054863234,14.285714286,7,1,0,0,286
11,11,22-03-2020,Telengana,Other,6:00 PM,0,4.545454545,0.172427306,4.545454545,22,1,0,0,287
0,5,22-03-2020,Chandigarh,Other,6:00 PM,0,0,0.039188024,0,5,0,0,0,288
0,4,22-03-2020,Jammu and Kashmir,Other,6:00 PM,0,0,0.031350419,0,4,0,0,0,289
0,13,22-03-2020,Ladakh,Other,6:00 PM,0,0,0.101888863,0,13,0,0,0,290
1,26,22-03-2020,Uttar Pradesh,Other,6:00 PM,0,33.333333333,0.211615330,33.333333333,27,9,0,0,291
0,3,22-03-2020,Uttarakhand,Other,6:00 PM,0,0,0.023512814,0,3,0,0,0,292
0,4,22-03-2020,West Bengal,Other,6:00 PM,0,0,0.031350419,0,4,0,0,0,293
0,7,23-03-2020,Andhra Pradesh,Other,6:00 PM,0,0,0.054863234,0,7,0,0,0,294
0,2,23-03-2020,Bihar,Other,6:00 PM,50,0,0.015675210,0,2,0,50,1,295
0,1,23-03-2020,Chhattisgarh,Other,6:00 PM,0,0,0.007837605,0,1,0,0,0,296
1,28,23-03-2020,Delhi,Other,6:00 PM,3.448275862,17.241379310,0.227290540,17.241379310,29,5,3.448275862,1,297
0,29,23-03-2020,Gujarat,Other,6:00 PM,3.448275862,0,0.227290540,0,29,0,3.448275862,1,298
14,12,23-03-2020,Haryana,Other,6:00 PM,0,0,0.203777726,0,26,0,0,0,299
0,2,23-03-2020,Himachal Pradesh,Other,6:00 PM,0,0,0.015675210,0,2,0,0,0,300
0,33,23-03-2020,Karnataka,Other,6:00 PM,3.030303030,6.060606061,0.258640959,6.060606061,33,2,3.030303030,1,301
7,60,23-03-2020,Kerala,Other,6:00 PM,0,4.477611940,0.525119523,4.477611940,67,3,0,0,302
0,6,23-03-2020,Madhya Pradesh,Other,6:00 PM,0,0,0.047025629,0,6,0,0,0,303
3,71,23-03-2020,Maharashtra,Maharashtra,6:00 PM,2.702702703,0,0.579982757,0,74,0,2.702702703,2,304
0,2,23-03-2020,Odisha,Other,6:00 PM,0,0,0.015675210,0,2,0,0,0,305
0,1,23-03-2020,Puducherry,Other,6:00 PM,0,0,0.007837605,0,1,0,0,0,306
0,21,23-03-2020,Punjab,Other,6:00 PM,4.761904762,0,0.164589701,0,21,0,4.761904762,1,307
2,26,23-03-2020,Rajasthan,Other,6:00 PM,0,10.714285714,0.219452935,10.714285714,28,3,0,0,308
2,7,23-03-2020,Tamil Nadu,Other,6:00 PM,0,11.111111111,0.070538443,11.111111111,9,1,0,0,309
10,22,23-03-2020,Telengana,Other,6:00 PM,0,3.125,0.250803354,3.125,32,1,0,0,310
0,6,23-03-2020,Chandigarh,Other,6:00 PM,0,0,0.047025629,0,6,0,0,0,311
0,4,23-03-2020,Jammu and Kashmir,Other,6:00 PM,0,0,0.031350419,0,4,0,0,0,312
0,13,23-03-2020,Ladakh,Other,6:00 PM,0,0,0.101888863,0,13,0,0,0,313
1,30,23-03-2020,Uttar Pradesh,Other,6:00 PM,0,29.032258065,0.242965750,29.032258065,31,9,0,0,314
0,3,23-03-2020,Uttarakhand,Other,6:00 PM,0,0,0.023512814,0,3,0,0,0,315
0,7,23-03-2020,West Bengal,Other,6:00 PM,0,0,0.054863234,0,7,0,0,0,316
0,8,24-03-2020,Andhra Pradesh,Other,6:00 PM,0,0,0.062700839,0,8,0,0,0,317
0,3,24-03-2020,Bihar,Other,6:00 PM,33.333333333,0,0.023512814,0,3,0,33.333333333,1,318
0,1,24-03-2020,Chhattisgarh,Other,6:00 PM,0,0,0.007837605,0,1,0,0,0,319
1,29,24-03-2020,Delhi,Other,6:00 PM,3.333333333,20,0.235128145,20,30,6,3.333333333,1,320
1,32,24-03-2020,Gujarat,Other,6:00 PM,3.030303030,0,0.258640959,0,33,0,3.030303030,1,321
14,14,24-03-2020,Haryana,Other,6:00 PM,0,39.285714286,0.219452935,39.285714286,28,11,0,0,322
0,3,24-03-2020,Himachal Pradesh,Other,6:00 PM,33.333333333,0,0.023512814,0,3,0,33.333333333,1,323
0,37,24-03-2020,Karnataka,Other,6:00 PM,2.702702703,8.108108108,0.289991379,8.108108108,37,3,2.702702703,1,324
8,87,24-03-2020,Kerala,Other,6:00 PM,0,4.210526316,0.744572459,4.210526316,95,4,0,0,325
0,7,24-03-2020,Madhya Pradesh,Other,6:00 PM,0,0,0.054863234,0,7,0,0,0,326
3,86,24-03-2020,Maharashtra,Maharashtra,6:00 PM,2.247191011,0,0.697546830,0,89,0,2.247191011,2,327
0,1,24-03-2020,Manipur,Other,6:00 PM,0,0,0.007837605,0,1,0,0,0,328
0,2,24-03-2020,Odisha,Other,6:00 PM,0,0,0.015675210,0,2,0,0,0,329
0,1,24-03-2020,Puducherry,Other,6:00 PM,0,0,0.007837605,0,1,0,0,0,330
0,29,24-03-2020,Punjab,Other,6:00 PM,3.448275862,0,0.227290540,0,29,0,3.448275862,1,331
2,30,24-03-2020,Rajasthan,Other,6:00 PM,0,9.375,0.250803354,9.375,32,3,0,0,332
2,13,24-03-2020,Tamil Nadu,Other,6:00 PM,0,6.666666667,0.117564072,6.666666667,15,1,0,0,333
10,25,24-03-2020,Telengana,Other,6:00 PM,0,2.857142857,0.274316169,2.857142857,35,1,0,0,334
0,7,24-03-2020,Chandigarh,Other,6:00 PM,0,0,0.054863234,0,7,0,0,0,335
0,4,24-03-2020,Jammu and Kashmir,Other,6:00 PM,0,0,0.031350419,0,4,0,0,0,336
0,13,24-03-2020,Ladakh,Other,6:00 PM,0,0,0.101888863,0,13,0,0,0,337
1,32,24-03-2020,Uttar Pradesh,Other,6:00 PM,0,33.333333333,0.258640959,33.333333333,33,11,0,0,338
1,3,24-03-2020,Uttarakhand,Other,6:00 PM,0,0,0.031350419,0,4,0,0,0,339
0,9,24-03-2020,West Bengal,Other,6:00 PM,11.111111111,0,0.070538443,0,9,0,11.111111111,1,340
0,9,25-03-2020,Andhra Pradesh,Other,6:00 PM,0,11.111111111,0.070538443,11.111111111,9,1,0,0,341
0,4,25-03-2020,Bihar,Other,6:00 PM,25,0,0.031350419,0,4,0,25,1,342
0,1,25-03-2020,Chhattisgarh,Other,6:00 PM,0,0,0.007837605,0,1,0,0,0,343
1,30,25-03-2020,Delhi,Other,6:00 PM,3.225806452,19.354838710,0.242965750,19.354838710,31,6,3.225806452,1,344
1,37,25-03-2020,Gujarat,Other,6:00 PM,2.631578947,0,0.297828983,0,38,0,2.631578947,1,345
14,14,25-03-2020,Haryana,Other,6:00 PM,0,39.285714286,0.219452935,39.285714286,28,11,0,0,346
0,3,25-03-2020,Himachal Pradesh,Other,6:00 PM,33.333333333,0,0.023512814,0,3,0,33.333333333,1,347
0,41,25-03-2020,Karnataka,Other,6:00 PM,2.439024390,7.317073171,0.321341798,7.317073171,41,3,2.439024390,1,348
8,101,25-03-2020,Kerala,Other,6:00 PM,0,3.669724771,0.854298926,3.669724771,109,4,0,0,349
0,14,25-03-2020,Madhya Pradesh,Other,6:00 PM,0,0,0.109726468,0,14,0,0,0,350
3,125,25-03-2020,Maharashtra,Maharashtra,6:00 PM,2.34375,0.78125,1.003213418,0.78125,128,1,2.34375,3,351
0,1,25-03-2020,Manipur,Other,6:00 PM,0,0,0.007837605,0,1,0,0,0,352
0,1,25-03-2020,Mizoram,Other,6:00 PM,0,0,0.007837605,0,1,0,0,0,353
0,2,25-03-2020,Odisha,Other,6:00 PM,0,0,0.015675210,0,2,0,0,0,354
0,1,25-03-2020,Puducherry,Other,6:00 PM,0,0,0.007837605,0,1,0,0,0,355
0,29,25-03-2020,Punjab,Other,6:00 PM,3.448275862,0,0.227290540,0,29,0,3.448275862,1,356
2,34,25-03-2020,Rajasthan,Other,6:00 PM,0,8.333333333,0.282153774,8.333333333,36,3,0,0,357
2,16,25-03-2020,Tamil Nadu,Other,6:00 PM,0,5.555555556,0.141076887,5.555555556,18,1,0,0,358
10,25,25-03-2020,Telengana,Other,6:00 PM,0,2.857142857,0.274316169,2.857142857,35,1,0,0,359
0,7,25-03-2020,Chandigarh,Other,6:00 PM,0,0,0.054863234,0,7,0,0,0,360
0,7,25-03-2020,Jammu and Kashmir,Other,6:00 PM,0,14.285714286,0.054863234,14.285714286,7,1,0,0,361
0,13,25-03-2020,Ladakh,Other,6:00 PM,0,0,0.101888863,0,13,0,0,0,362
1,36,25-03-2020,Uttar Pradesh,Other,6:00 PM,0,29.729729730,0.289991379,29.729729730,37,11,0,0,363
1,3,25-03-2020,Uttarakhand,Other,6:00 PM,0,0,0.031350419,0,4,0,0,0,364
0,9,25-03-2020,West Bengal,Other,6:00 PM,11.111111111,0,0.070538443,0,9,0,11.111111111,1,365
0,1,26-03-2020,Andaman and Nicobar Islands,Other,6:00 PM,0,0,0.007837605,0,1,0,0,0,366
0,11,26-03-2020,Andhra Pradesh,Other,6:00 PM,0,9.090909091,0.086213653,9.090909091,11,1,0,0,367
0,6,26-03-2020,Bihar,Other,6:00 PM,16.666666667,0,0.047025629,0,6,0,16.666666667,1,368
0,7,26-03-2020,Chandigarh,Other,6:00 PM,0,0,0.054863234,0,7,0,0,0,369
0,6,26-03-2020,Chhattisgarh,Other,6:00 PM,0,0,0.047025629,0,6,0,0,0,370
1,35,26-03-2020,Delhi,Other,6:00 PM,2.777777778,16.666666667,0.282153774,16.666666667,36,6,2.777777778,1,371
0,3,26-03-2020,Goa,Other,6:00 PM,0,0,0.023512814,0,3,0,0,0,372
1,42,26-03-2020,Gujarat,Other,6:00 PM,6.976744186,0,0.337017008,0,43,0,6.976744186,3,373
14,16,26-03-2020,Haryana,Other,6:00 PM,0,36.666666667,0.235128145,36.666666667,30,11,0,0,374
0,3,26-03-2020,Himachal Pradesh,Other,6:00 PM,33.333333333,0,0.023512814,0,3,0,33.333333333,1,375
0,13,26-03-2020,Jammu and Kashmir,Other,6:00 PM,0,7.692307692,0.101888863,7.692307692,13,1,0,0,376
0,55,26-03-2020,Karnataka,Other,6:00 PM,3.636363636,5.454545455,0.431068266,5.454545455,55,3,3.636363636,2,377
8,110,26-03-2020,Kerala,Other,6:00 PM,0,5.084745763,0.924837370,5.084745763,118,6,0,0,378
0,13,26-03-2020,Ladakh,Other,6:00 PM,0,0,0.101888863,0,13,0,0,0,379
0,20,26-03-2020,Madhya Pradesh,Other,6:00 PM,5,0,0.156752097,0,20,0,5,1,380
3,121,26-03-2020,Maharashtra,Maharashtra,6:00 PM,2.419354839,0.806451613,0.971862999,0.806451613,124,1,2.419354839,3,381
0,1,26-03-2020,Manipur,Other,6:00 PM,0,0,0.007837605,0,1,0,0,0,382
0,1,26-03-2020,Mizoram,Other,6:00 PM,0,0,0.007837605,0,1,0,0,0,383
0,2,26-03-2020,Odisha,Other,6:00 PM,0,0,0.015675210,0,2,0,0,0,384
0,1,26-03-2020,Puducherry,Other,6:00 PM,0,0,0.007837605,0,1,0,0,0,385
0,33,26-03-2020,Punjab,Other,6:00 PM,3.030303030,0,0.258640959,0,33,0,3.030303030,1,386
2,39,26-03-2020,Rajasthan,Other,6:00 PM,0,7.317073171,0.321341798,7.317073171,41,3,0,0,387
6,20,26-03-2020,Tamil Nadu,Other,6:00 PM,3.846153846,3.846153846,0.203777726,3.846153846,26,1,3.846153846,1,388
10,34,26-03-2020,Telengana,Other,6:00 PM,0,2.272727273,0.344854612,2.272727273,44,1,0,0,389
1,4,26-03-2020,Uttarakhand,Other,6:00 PM,0,0,0.039188024,0,5,0,0,0,390
1,40,26-03-2020,Uttar Pradesh,Other,6:00 PM,0,26.829268293,0.321341798,26.829268293,41,11,0,0,391
0,10,26-03-2020,West Bengal,Other,6:00 PM,10,0,0.078376048,0,10,0,10,1,392
0,1,27-03-2020,Andaman and Nicobar Islands,Other,10:00 AM,0,0,0.007837605,0,1,0,0,0,393
0,12,27-03-2020,Andhra Pradesh,Other,10:00 AM,0,8.333333333,0.094051258,8.333333333,12,1,0,0,394
0,6,27-03-2020,Bihar,Other,10:00 AM,16.666666667,0,0.047025629,0,6,0,16.666666667,1,395
0,7,27-03-2020,Chandigarh,Other,10:00 AM,0,0,0.054863234,0,7,0,0,0,396
0,6,27-03-2020,Chhattisgarh,Other,10:00 AM,0,0,0.047025629,0,6,0,0,0,397
1,35,27-03-2020,Delhi,Other,10:00 AM,2.777777778,16.666666667,0.282153774,16.666666667,36,6,2.777777778,1,398
0,3,27-03-2020,Goa,Other,10:00 AM,0,0,0.023512814,0,3,0,0,0,399
1,42,27-03-2020,Gujarat,Other,10:00 AM,6.976744186,0,0.337017008,0,43,0,6.976744186,3,400
14,16,27-03-2020,Haryana,Other,10:00 AM,0,36.666666667,0.235128145,36.666666667,30,11,0,0,401
0,3,27-03-2020,Himachal Pradesh,Other,10:00 AM,33.333333333,0,0.023512814,0,3,0,33.333333333,1,402
0,13,27-03-2020,Jammu and Kashmir,Other,10:00 AM,7.692307692,7.692307692,0.101888863,7.692307692,13,1,7.692307692,1,403
0,55,27-03-2020,Karnataka,Other,10:00 AM,3.636363636,5.454545455,0.431068266,5.454545455,55,3,3.636363636,2,404
8,129,27-03-2020,Kerala,Other,10:00 AM,0,8.029197080,1.073751861,8.029197080,137,11,0,0,405
0,13,27-03-2020,Ladakh,Other,10:00 AM,0,23.076923077,0.101888863,23.076923077,13,3,0,0,406
0,20,27-03-2020,Madhya Pradesh,Other,10:00 AM,5,0,0.156752097,0,20,0,5,1,407
3,127,27-03-2020,Maharashtra,Maharashtra,10:00 AM,3.076923077,11.538461538,1.018888628,11.538461538,130,15,3.076923077,4,408
0,1,27-03-2020,Manipur,Other,10:00 AM,0,0,0.007837605,0,1,0,0,0,409
0,1,27-03-2020,Mizoram,Other,10:00 AM,0,0,0.007837605,0,1,0,0,0,410
0,2,27-03-2020,Odisha,Other,10:00 AM,0,0,0.015675210,0,2,0,0,0,411
0,1,27-03-2020,Puducherry,Other,10:00 AM,0,0,0.007837605,0,1,0,0,0,412
0,33,27-03-2020,Punjab,Other,10:00 AM,3.030303030,0,0.258640959,0,33,0,3.030303030,1,413
2,39,27-03-2020,Rajasthan,Other,10:00 AM,0,7.317073171,0.321341798,7.317073171,41,3,0,0,414
6,23,27-03-2020,Tamil Nadu,Other,10:00 AM,3.448275862,3.448275862,0.227290540,3.448275862,29,1,3.448275862,1,415
10,35,27-03-2020,Telengana,Other,10:00 AM,0,2.222222222,0.352692217,2.222222222,45,1,0,0,416
1,4,27-03-2020,Uttarakhand,Other,10:00 AM,0,0,0.039188024,0,5,0,0,0,417
1,40,27-03-2020,Uttar Pradesh,Other,10:00 AM,0,26.829268293,0.321341798,26.829268293,41,11,0,0,418
0,10,27-03-2020,West Bengal,Other,10:00 AM,10,0,0.078376048,0,10,0,10,1,419
0,14,28-03-2020,Andhra Pradesh,Other,6:00 PM,0,7.142857143,0.109726468,7.142857143,14,1,0,0,420
0,6,28-03-2020,Andaman and Nicobar Islands,Other,6:00 PM,0,0,0.047025629,0,6,0,0,0,421
0,9,28-03-2020,Bihar,Other,6:00 PM,11.111111111,0,0.070538443,0,9,0,11.111111111,1,422
0,8,28-03-2020,Chandigarh,Other,6:00 PM,0,0,0.062700839,0,8,0,0,0,423
0,6,28-03-2020,Chhattisgarh,Other,6:00 PM,0,0,0.047025629,0,6,0,0,0,424
1,38,28-03-2020,Delhi,Other,6:00 PM,2.564102564,15.384615385,0.305666588,15.384615385,39,6,2.564102564,1,425
0,3,28-03-2020,Goa,Other,6:00 PM,0,0,0.023512814,0,3,0,0,0,426
1,44,28-03-2020,Gujarat,Other,6:00 PM,6.666666667,0,0.352692217,0,45,0,6.666666667,3,427
14,19,28-03-2020,Haryana,Other,6:00 PM,0,36.363636364,0.258640959,36.363636364,33,12,0,0,428
0,3,28-03-2020,Himachal Pradesh,Other,6:00 PM,33.333333333,0,0.023512814,0,3,0,33.333333333,1,429
0,20,28-03-2020,Jammu and Kashmir,Other,6:00 PM,5,5,0.156752097,5,20,1,5,1,430
0,55,28-03-2020,Karnataka,Other,6:00 PM,3.636363636,5.454545455,0.431068266,5.454545455,55,3,3.636363636,2,431
8,168,28-03-2020,Kerala,Other,6:00 PM,0,6.25,1.379418450,6.25,176,11,0,0,432
0,13,28-03-2020,Ladakh,Other,6:00 PM,0,23.076923077,0.101888863,23.076923077,13,3,0,0,433
0,30,28-03-2020,Madhya Pradesh,Other,6:00 PM,6.666666667,0,0.235128145,0,30,0,6.666666667,2,434
3,177,28-03-2020,Maharashtra,Maharashtra,6:00 PM,2.777777778,13.888888889,1.410768869,13.888888889,180,25,2.777777778,5,435
0,1,28-03-2020,Manipur,Other,6:00 PM,0,0,0.007837605,0,1,0,0,0,436
0,1,28-03-2020,Mizoram,Other,6:00 PM,0,0,0.007837605,0,1,0,0,0,437
0,3,28-03-2020,Odisha,Other,6:00 PM,0,0,0.023512814,0,3,0,0,0,438
0,1,28-03-2020,Puducherry,Other,6:00 PM,0,0,0.007837605,0,1,0,0,0,439
0,38,28-03-2020,Punjab,Other,6:00 PM,2.631578947,2.631578947,0.297828983,2.631578947,38,1,2.631578947,1,440
2,52,28-03-2020,Rajasthan,Other,6:00 PM,0,5.555555556,0.423230661,5.555555556,54,3,0,0,441
6,34,28-03-2020,Tamil Nadu,Other,6:00 PM,2.5,5,0.313504193,5,40,2,2.5,1,442
10,46,28-03-2020,Telengana,Other,6:00 PM,0,1.785714286,0.438905870,1.785714286,56,1,0,0,443
1,4,28-03-2020,Uttarakhand,Other,6:00 PM,0,0,0.039188024,0,5,0,0,0,444
1,54,28-03-2020,Uttar Pradesh,Other,6:00 PM,0,20,0.431068266,20,55,11,0,0,445
0,15,28-03-2020,West Bengal,Other,6:00 PM,6.666666667,0,0.117564072,0,15,0,6.666666667,1,446
-,-,29-03-2020,Andhra Pradesh,Other,7:30 PM,0,5.263157895,0.148914492,5.263157895,19,1,0,0,447
-,-,29-03-2020,Andaman and Nicobar Islands,Other,7:30 PM,0,0,0.070538443,0,9,0,0,0,448
-,-,29-03-2020,Bihar,Other,7:30 PM,9.090909091,0,0.086213653,0,11,0,9.090909091,1,449
-,-,29-03-2020,Chandigarh,Other,7:30 PM,0,0,0.062700839,0,8,0,0,0,450
-,-,29-03-2020,Chhattisgarh,Other,7:30 PM,0,0,0.054863234,0,7,0,0,0,451
-,-,29-03-2020,Delhi,Other,7:30 PM,4.081632653,12.244897959,0.384042637,12.244897959,49,6,4.081632653,2,452
-,-,29-03-2020,Goa,Other,7:30 PM,0,0,0.039188024,0,5,0,0,0,453
-,-,29-03-2020,Gujarat,Other,7:30 PM,8.620689655,1.724137931,0.454581080,1.724137931,58,1,8.620689655,5,454
-,-,29-03-2020,Haryana,Other,7:30 PM,0,51.515151515,0.258640959,51.515151515,33,17,0,0,455
-,-,29-03-2020,Himachal Pradesh,Other,7:30 PM,33.333333333,0,0.023512814,0,3,0,33.333333333,1,456
-,-,29-03-2020,Jammu and Kashmir,Other,7:30 PM,6.451612903,3.225806452,0.242965750,3.225806452,31,1,6.451612903,2,457
-,-,29-03-2020,Karnataka,Other,7:30 PM,3.947368421,6.578947368,0.595657967,6.578947368,76,5,3.947368421,3,458
-,-,29-03-2020,Kerala,Other,7:30 PM,0.549450549,8.241758242,1.426444079,8.241758242,182,15,0.549450549,1,459
-,-,29-03-2020,Ladakh,Other,7:30 PM,0,23.076923077,0.101888863,23.076923077,13,3,0,0,460
-,-,29-03-2020,Madhya Pradesh,Other,7:30 PM,6.666666667,0,0.235128145,0,30,0,6.666666667,2,461
-,-,29-03-2020,Maharashtra,Maharashtra,7:30 PM,3.225806452,13.440860215,1.457794498,13.440860215,186,25,3.225806452,6,462
-,-,29-03-2020,Manipur,Other,7:30 PM,0,0,0.007837605,0,1,0,0,0,463
-,-,29-03-2020,Mizoram,Other,7:30 PM,0,0,0.007837605,0,1,0,0,0,464
-,-,29-03-2020,Odisha,Other,7:30 PM,0,0,0.023512814,0,3,0,0,0,465
-,-,29-03-2020,Puducherry,Other,7:30 PM,0,0,0.007837605,0,1,0,0,0,466
-,-,29-03-2020,Punjab,Other,7:30 PM,2.631578947,2.631578947,0.297828983,2.631578947,38,1,2.631578947,1,467
-,-,29-03-2020,Rajasthan,Other,7:30 PM,0,5.454545455,0.431068266,5.454545455,55,3,0,0,468
-,-,29-03-2020,Tamil Nadu,Other,7:30 PM,2.040816327,8.163265306,0.384042637,8.163265306,49,4,2.040816327,1,469
-,-,29-03-2020,Telengana,Other,7:30 PM,1.515151515,1.515151515,0.517281919,1.515151515,66,1,1.515151515,1,470
-,-,29-03-2020,Uttarakhand,Other,7:30 PM,0,28.571428571,0.054863234,28.571428571,7,2,0,0,471
-,-,29-03-2020,Uttar Pradesh,Other,7:30 PM,0,16.923076923,0.509444314,16.923076923,65,11,0,0,472
-,-,29-03-2020,West Bengal,Other,7:30 PM,5.555555556,0,0.141076887,0,18,0,5.555555556,1,473
-,-,30-03-2020,Andhra Pradesh,Other,9:30 PM,0,4.347826087,0.180264911,4.347826087,23,1,0,0,474
-,-,30-03-2020,Andaman and Nicobar Islands,Other,9:30 PM,0,0,0.070538443,0,9,0,0,0,475
-,-,30-03-2020,Bihar,Other,9:30 PM,6.666666667,0,0.117564072,0,15,0,6.666666667,1,476
-,-,30-03-2020,Chandigarh,Other,9:30 PM,0,0,0.062700839,0,8,0,0,0,477
-,-,30-03-2020,Chhattisgarh,Other,9:30 PM,0,0,0.054863234,0,7,0,0,0,478
-,-,30-03-2020,Delhi,Other,9:30 PM,2.298850575,6.896551724,0.681871620,6.896551724,87,6,2.298850575,2,479
-,-,30-03-2020,Goa,Other,9:30 PM,0,0,0.039188024,0,5,0,0,0,480
-,-,30-03-2020,Gujarat,Other,9:30 PM,8.695652174,1.449275362,0.540794733,1.449275362,69,1,8.695652174,6,481
-,-,30-03-2020,Haryana,Other,9:30 PM,0,50,0.282153774,50,36,18,0,0,482
-,-,30-03-2020,Himachal Pradesh,Other,9:30 PM,33.333333333,0,0.023512814,0,3,0,33.333333333,1,483
-,-,30-03-2020,Jammu and Kashmir,Other,9:30 PM,4.166666667,4.166666667,0.376205032,4.166666667,48,2,4.166666667,2,484
-,-,30-03-2020,Karnataka,Other,9:30 PM,3.614457831,6.024096386,0.650521201,6.024096386,83,5,3.614457831,3,485
-,-,30-03-2020,Kerala,Other,9:30 PM,0.495049505,9.405940594,1.583196175,9.405940594,202,19,0.495049505,1,486
-,-,30-03-2020,Ladakh,Other,9:30 PM,0,23.076923077,0.101888863,23.076923077,13,3,0,0,487
-,-,30-03-2020,Madhya Pradesh,Other,9:30 PM,6.382978723,0,0.368367427,0,47,0,6.382978723,3,488
-,-,30-03-2020,Maharashtra,Maharashtra,9:30 PM,4.040404040,12.626262626,1.551845756,12.626262626,198,25,4.040404040,8,489
-,-,30-03-2020,Manipur,Other,9:30 PM,0,0,0.007837605,0,1,0,0,0,490
-,-,30-03-2020,Mizoram,Other,9:30 PM,0,0,0.007837605,0,1,0,0,0,491
-,-,30-03-2020,Odisha,Other,9:30 PM,0,0,0.023512814,0,3,0,0,0,492
-,-,30-03-2020,Puducherry,Other,9:30 PM,0,0,0.007837605,0,1,0,0,0,493
-,-,30-03-2020,Punjab,Other,9:30 PM,2.631578947,2.631578947,0.297828983,2.631578947,38,1,2.631578947,1,494
-,-,30-03-2020,Rajasthan,Other,9:30 PM,0,5.084745763,0.462418685,5.084745763,59,3,0,0,495
-,-,30-03-2020,Tamil Nadu,Other,9:30 PM,1.492537313,5.970149254,0.525119523,5.970149254,67,4,1.492537313,1,496
-,-,30-03-2020,Telengana,Other,9:30 PM,1.408450704,1.408450704,0.556469943,1.408450704,71,1,1.408450704,1,497
-,-,30-03-2020,Uttarakhand,Other,9:30 PM,0,28.571428571,0.054863234,28.571428571,7,2,0,0,498
-,-,30-03-2020,Uttar Pradesh,Other,9:30 PM,0,13.414634146,0.642683596,13.414634146,82,11,0,0,499
-,-,30-03-2020,West Bengal,Other,9:30 PM,4.545454545,0,0.172427306,0,22,0,4.545454545,1,500
-,-,30-03-2020,Unassigned,Other,9:30 PM,0,0,0.360529822,0,46,0,0,0,501
-,-,31-03-2020,Andhra Pradesh,Other,8:30 PM,0,2.5,0.313504193,2.5,40,1,0,0,502
-,-,31-03-2020,Andaman and Nicobar Islands,Other,8:30 PM,0,0,0.078376048,0,10,0,0,0,503
-,-,31-03-2020,Bihar,Other,8:30 PM,6.666666667,0,0.117564072,0,15,0,6.666666667,1,504
-,-,31-03-2020,Chandigarh,Other,8:30 PM,0,0,0.101888863,0,13,0,0,0,505
-,-,31-03-2020,Chhattisgarh,Other,8:30 PM,0,0,0.062700839,0,8,0,0,0,506
-,-,31-03-2020,Delhi,Other,8:30 PM,2.061855670,6.185567010,0.760247668,6.185567010,97,6,2.061855670,2,507
-,-,31-03-2020,Goa,Other,8:30 PM,0,0,0.039188024,0,5,0,0,0,508
-,-,31-03-2020,Gujarat,Other,8:30 PM,8.219178082,4.109589041,0.572145152,4.109589041,73,3,8.219178082,6,509
-,-,31-03-2020,Haryana,Other,8:30 PM,0,52.5,0.313504193,52.5,40,21,0,0,510
